sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,crosssell_skus,upsell_skus,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
Vosam mazen duma,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>",,,1,Taxable Goods,"Catalog, Search",63.0000,,,,vosam-mazen-duma,Vosam mazen duma,Vosam mazen duma,"Vosam mazen duma <p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occ",/w/1/w13.png,,/w/1/w13.png,,/w/1/w13.png,,/w/1/w13.png,,0005-03-16 01:06:00 UTC,0005-03-16 01:06:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Black,93.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,0,0,0,1,"Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen,Gazen dipan gacen,Pasen mazen rumas",,"Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen,Gazen dipan gacen,Pasen mazen rumas","/w/1/w13.png,/w/1/w1_5.png,/w/3/w3_10.png,/w/2/w2_10.png,/w/4/w4_7.png",",,,,",,,,,,,,
Pasen mazen rumas,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>",,,1,Taxable Goods,"Catalog, Search",68.0000,,,,pasen-mazen-rumas,Pasen mazen rumas,Pasen mazen rumas,"Pasen mazen rumas <p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint oc",/w/1/w12.png,,/w/1/w12.png,,/w/1/w12.png,,/w/1/w12.png,,0005-03-16 01:03:00 UTC,0005-03-16 01:03:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Lavender,63.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,0,0,0,1,"Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen,Gazen dipan gacen",,"Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen,Gazen dipan gacen","/w/1/w12.png,/w/2/w2_9.png,/w/9/w9_2.png,/w/7/w7_5.png,/w/8/w8_4.png",",,,,",,,,,,,,
Gazen dipan gacen,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>","<p>Proin nunc nibh, adipiscing eu nisi id, ultrices suscipit augue. Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi. &nbsp;Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi.</p>",,1,Taxable Goods,"Catalog, Search",66.0000,,,,gazen-dipan-gacen,Gazen dipan gacen,Gazen dipan gacen,"Gazen dipan gacen <p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint oc",/w/1/w11.png,,/w/1/w11.png,,/w/1/w11.png,,/w/1/w11.png,,0005-03-16 01:00:00 UTC,0005-12-16 04:30:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Green,77.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen",,"Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav,Tulon mazen facen","/w/1/w11.png,/w/1/w1_4.png,/w/2/w2_8.png,/w/7/w7_4.png,/w/3/w3_9.png",",,,,",,,,,,,,
Tulon mazen facen,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>",,,1,Taxable Goods,"Catalog, Search",83.0000,,,,tulon-mazen-facen,Tulon mazen facen,Tulon mazen facen,Tulon mazen facen ,/w/1/w10_1.png,,/w/1/w10_1.png,,/w/1/w10_1.png,,/w/1/w10_1.png,,0005-02-16 16:50:00 UTC,0005-02-16 16:50:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Gray,73.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,0,0,0,1,"Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav",,"Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam,Gumasi ruma pokav","/w/1/w10_1.png,/w/7/w7_3.png,/w/6/w6_3.png,/w/3/w3_8.png,/w/8/w8_3.png",",,,,",,,,,,,,
Gumasi ruma pokav,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>","<p>Proin nunc nibh, adipiscing eu nisi id, ultrices suscipit augue. Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi. &nbsp;Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi.</p>",,1,Taxable Goods,"Catalog, Search",44.0000,,,,gumasi-ruma-pokav,Gumasi ruma pokav,Gumasi ruma pokav,Gumasi ruma pokav ,/w/9/w9_1.png,,/w/9/w9_1.png,,/w/9/w9_1.png,,/w/9/w9_1.png,,0005-02-16 16:47:00 UTC,0005-12-16 04:34:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Orange,55.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam",,"Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan,Jase ruma pokam","/w/9/w9_1.png,/w/3/w3_7.png,/w/2/w2_7.png,/w/4/w4_6.png,/w/5/w5_5.png",",,,,",,,,,,,,
Jase ruma pokam,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>","<p>Proin nunc nibh, adipiscing eu nisi id, ultrices suscipit augue. Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi. &nbsp;Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi.</p>",,1,Taxable Goods,"Catalog, Search",56.0000,,,,jase-ruma-pokam,Jase ruma pokam,Jase ruma pokam,Jase ruma pokam ,/w/8/w8_2.png,,/w/8/w8_2.png,,/w/8/w8_2.png,,/w/8/w8_2.png,,0005-02-16 16:45:00 UTC,0005-12-16 04:37:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Orange,66.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan",,"Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka,Mazen duka pokan","/w/8/w8_2.png,/w/1/w1_3.png,/w/2/w2_6.png,/w/4/w4_5.png,/w/3/w3_6.png",",,,,",,,,,,,,
Mazen duka pokan,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>",,,1,Taxable Goods,"Catalog, Search",62.0000,,,,mazen-duka-pokan,Mazen duka pokan,Mazen duka pokan,"Mazen duka pokan <div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur s",/w/7/w7_2.png,,/w/7/w7_2.png,,/w/7/w7_2.png,,/w/7/w7_2.png,,0005-02-16 16:26:00 UTC,0005-02-16 16:41:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Black,44.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka",,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Vaze duma poka","/w/7/w7_2.png,/w/5/w5_4.png,/w/2/w2_5.png,/w/4/w4_4.png,/w/3/w3_5.png",",,,,",,,,,,,,
Vaze duma poka,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>",,,1,Taxable Goods,"Catalog, Search",677.0000,,,,vaze-duma-poka,Vaze duma poka,Vaze duma poka,"Vaze duma poka <div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sin",/w/6/w6_2.png,,/w/6/w6_2.png,,/w/6/w6_2.png,,/w/6/w6_2.png,,0005-02-16 16:22:00 UTC,0005-02-16 16:40:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Black,889.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Mazen duka pokan",,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Suma pika mazen,Mazen duka pokan","/w/6/w6_2.png,/w/5/w5_3.png,/w/4/w4_3.png,/w/3/w3_4.png,/w/2/w2_4.png",",,,,",,,,,,,,
Suma pika mazen,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches,Default Category/Accessories/Dazenum apoka",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>",,,1,Taxable Goods,"Catalog, Search",63.0000,,,,suma-pika-mazen,Suma pika mazen,Suma pika mazen,"Suma pika mazen <div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur si",/w/5/w5_2.png,,/w/5/w5_2.png,,/w/5/w5_2.png,,/w/5/w5_2.png,,0005-02-16 16:19:00 UTC,0005-02-16 16:38:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Green,93.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Pilam masen matren,Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Vaze duma poka,Mazen duka pokan",,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Jazen duma pokan,Vaze duma poka,Mazen duka pokan","/w/5/w5_2.png,/w/1/w1_2.png,/w/2/w2_3.png,/w/6/w6_1.png,/w/3/w3_3.png",",,,,",,,,,,,,
Jazen duma pokan,,Default,simple,"Default Category/Accessories/Decorative,Default Category/Accessories,Default Category/Accessories/kid watches,Default Category/Accessories/Men watches,Default Category/Accessories/Pandora,Default Category/Accessories/Rolex watches,Default Category/Accessories/Women watches",base,my name,"<div>
<p>Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip.</p>
<p>Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium.</p>
<p><strong>Nemo enim ipsam voluptatem</strong></p>
<ul>
<li>100% Brand New.</li>
<li>Fashion Cute Mini Finger Ring</li>
<li>Contains 1 PCS</li>
<li>Simple and easy</li>
</ul>
<p>Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.</p>
<p>Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo.</p>
</div>
<div>&nbsp;</div>","<p>Proin nunc nibh, adipiscing eu nisi id, ultrices suscipit augue. Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi. &nbsp;Sed rhoncus hendrerit lacus, et venenatis felis. Donec ut fringilla magna. Vivamus eu enim ut metus dictum cursus facilisis sit amet mi.</p>",,1,Taxable Goods,"Catalog, Search",93.0000,,,,jazen-duma-pokan,Jazen duma pokan,Jazen duma pokan,Jazen duma pokan ,/w/4/w4_2.png,,/w/4/w4_2.png,,/w/4/w4_2.png,,/w/4/w4_2.png,,0005-02-16 16:17:00 UTC,0005-12-16 04:40:00 UTC,,,Block after Info Column,,,,,,,,,,,Use config,,color=Black,12.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,0.0000,0,0,0,1,"Timas sacem ruma,Jisam mazen duma,Vaze duma poka,Mazen duka pokan",,"Dazen duma poka,Timas sacem ruma,Jisam mazen duma,Suma pika mazen,Vaze duma poka,Mazen duka pokan","/w/4/w4_2.png,/w/1/w1_1.png,/w/2/w2_2.png,/w/7/w7_1.png,/w/8/w8_1.png",",,,,",,,,,,,,
